user,funding_source,amount
26814,3326,488.62
28573,3326,136.97
41019,7417,100
25044,6266,200
43307,6266,200
17673,3551,34.5
34316,4946,2636.37
40295,4946,1768.87
3885,11,2150
43514,2077,250.46
32541,2077,93.1
33716,2077,200
47693,2077,200
47700,2077,200
45955,1814,1193.84
26062,3226,15
22041,2374,100
22268,2374,100
22355,2374,85
22374,2374,100
22637,2374,40
22684,2374,100
25059,2374,85
25551,2374,100
25553,2374,100
25677,2374,100
22667,2374,65
27224,2374,75
28687,2374,50
28690,2374,50
28707,2374,25
40813,2374,60
41710,2374,40
43555,2374,30
43558,2374,75
45037,2374,65
45039,2374,75
47941,2374,55
22655,2374,100.56
24129,2374,107.93
28688,2374,260
25058,2374,25
46844,2374,415
50271,2374,228.22
30472,8431,200
30473,8431,205
30474,8431,200.51
30478,8431,207.98
30490,8431,200
30498,8431,193.48
30499,8431,200
30502,8431,185
30841,8431,150
31635,8431,200
31636,8431,70
31653,8431,200
31863,8431,200.02
32348,8431,153.78
32638,8431,190
33668,8431,200
45437,8431,206.51
47815,8431,200
47925,8431,200
52318,8431,200
28068,8431,1432.26
51069,8431,310
52634,8431,173.75
47880,8431,200.02
47881,8431,200
47883,8431,200
47885,8431,200
47887,8431,300.19
47888,8431,200
47889,8431,200.05
47892,8431,200
47893,8431,150
47896,8431,200
47902,8431,199.95
47915,8431,200
47933,8431,200
47935,8431,299.99
48004,8431,225
48019,8431,200
48022,8431,200.02
48322,8431,200
48323,8431,198.06
48329,8431,200
48603,8431,200.21
48616,8431,200
49441,8431,400.66
50377,8431,200
51096,8431,200
51466,8431,200
30814,8431,150
32545,8431,150
39725,8431,114.96
39726,8431,149.98
39727,8431,150.03
45400,8431,150
46878,8431,140
49132,8431,150
51424,8431,231.85
51630,8431,145
44218,7076,0.7
4582,47,1363.55
4762,47,33.74
53670,6202,100
55397,6202,350
55398,6202,350
56036,6202,350
56037,6202,350
56042,6202,350
56054,6202,350
56056,6202,350
56064,6202,350
56087,6202,350
56184,6202,350
56229,6202,350
56271,6202,350
56565,6202,350
56039,6202,350
56040,6202,350
56041,6202,350
56169,6202,350
56175,6202,350
56214,6202,350
55399,6202,524.45
32011,4298,200
32599,4298,105
32607,4298,160
49656,4298,190
54337,4298,200
36966,1072,2600
46524,967,100
46526,967,100
29701,350,195.34
30127,350,6300
34683,350,993.21
49260,350,250
21587,3297,382
43152,1863,3311.52
55163,8458,800
55562,8458,300
23175,2223,193.49
52392,2223,344
22507,2223,200
22527,2223,199.97
32478,2223,200
42480,2223,445.96
42602,2223,285
42510,2223,120.55
52354,2223,200
43567,2223,240
52397,2223,205
26176,3207,320
26179,3207,350
26182,3207,350
25048,3035,100
22524,2485,20
41763,2485,0.04
41804,2485,0.03
32048,1907,200
52460,1907,550
37649,5696,500
17917,1773,0.84
29000,8503,90
31643,8503,90
40561,8279,3800.92
36053,8259,10
43021,8259,4000
30425,1992,985.89
34936,1992,30.9
38061,1992,19.32
40356,653,900
43172,653,470
44282,653,307.76
47033,653,520
8108,653,500
20189,653,480
23692,653,500
26836,653,375
41212,653,241.82
42350,653,500.03
45690,653,500
9925,653,500
8433,302,455
11488,302,500
10712,302,500.05
30599,302,500.03
34342,302,0.05
47518,302,400
37922,302,0.02
25065,2985,175.62
27168,2985,165.62
37098,2985,125.68
49201,2985,175.62
50348,2985,175.62
52323,2985,175.62
52432,2985,175.62
25070,2985,175.62
25076,2985,175.62
25120,2985,175.62
27131,2985,175.62
40053,2985,175.59
45653,2985,185.59
45236,7077,250
40784,6254,471.47
45238,6254,450
49220,6254,200
40210,5772,171.19
40251,5772,546.19
40262,5772,324.98
40765,5772,243.41
48142,5772,200
48149,5772,200
35204,5215,578.92
11466,868,255.2
18706,1845,0.6
55231,7525,373.48
38678,2388,150
57372,1509,972.75
43801,8741,5
44058,8741,5
41243,7242,375
42308,7242,350
48102,7242,285.86
45657,7126,525
43538,6710,25
41496,4310,260.17
41532,4310,468.93
41535,4310,250
41536,4310,60
41539,4310,157.95
41565,4310,303.33
41670,4310,233.65
43359,4310,62.81
44331,4310,215
44604,4310,80.25
46457,4310,225
49193,4310,25
51044,4310,270
55032,4310,175
55041,4310,100
52361,4310,1833.43
54276,3247,44.42
23612,2765,4172.64
27765,2765,50
48882,7461,2.01
55201,7461,50
27360,7801,100
45830,7154,89.56
25069,3015,69.84
51703,6824,1750
18044,1790,527.79
23461,1790,450
51385,1790,100
31858,5118,300
32762,5118,600
32787,5118,600
32788,5118,600
30813,4578,500
30891,4578,195.53
38926,5869,73.06
38530,5869,5429.93
44588,5869,500
28205,3631,585
28207,3631,110
21272,1200,200
28621,1200,100
42831,1200,100
44465,1200,100
45159,1200,100
47083,1200,0.04
28087,3612,10
28089,3612,1787.29
3843,10,260
42450,6618,1900
42654,6618,1980
42666,6618,1960
42656,6582,38389.94
28644,3736,750.23
28646,3736,100
27941,3730,9196.18
28665,3730,121.39
32662,3728,1860.67
28662,3727,15
29926,3590,740
30185,3590,694.33
34814,3590,10.21
38392,3590,700
49283,3590,431.62
51439,3590,400
53884,3590,400
28998,3511,511.54
32108,3511,415.72
35695,3511,134.75
34374,4960,1.32
49583,7143,500
50396,7143,500
50405,7143,500
50440,7143,500
50452,7143,500
50454,7143,500
50493,7143,450
49608,7143,500
51150,7143,340
51153,7143,500
51156,7143,500
51161,7143,500
51168,7143,500
51232,7143,500
49551,7143,450
52208,7143,500
52451,7143,500
52473,7143,255.57
52474,7143,500
52588,7143,500
45220,6587,354.38
49494,6587,633.09
44462,6587,500
48811,6587,500.01
50921,6587,500
36967,5572,82.86
36782,6231,207.17
36792,6231,180
36794,6231,179.76
36795,6231,200
36796,6231,170.36
36854,6231,150
44552,6231,196.77
39636,6231,175
40378,6231,70
42560,6231,85
44503,6231,180
45358,6231,160
45829,6231,90.04
49704,6231,5
54809,6231,100
36589,6231,90.89
36592,6231,200
36593,6231,179.96
36627,6231,180
38793,6231,200
43320,6231,200
45441,6231,196.78
46086,6231,200
36250,6231,135
39724,6117,204.5
39736,6117,100
39737,6117,198.85
39756,6117,198.97
39816,6117,200
39875,6117,200
39921,6117,136.85
41137,6117,110.01
41256,6117,150
41729,6117,100
42572,6117,110
42713,6117,65.02
53028,6117,160
53029,6117,200
53942,6117,100
53945,6117,16
39741,6117,200
39759,6117,100
40059,6117,195
44216,6117,5.39
47138,6117,79.67
47180,6117,29.19
47928,6117,200
47972,6117,201.18
54763,6117,6.33
36242,5591,2974.41
38078,5591,180
38124,5591,200
35677,5408,0.69
25246,4669,65
27431,4665,25
30769,4665,65
42077,5441,50
39484,5441,105.24
39601,5441,50
40465,5441,80
40474,5441,125
40512,5441,150
38403,5441,156.05
38540,5441,44.17
40146,6612,982
40450,5412,5000
40455,5412,82
27995,3611,40
46937,3611,300
40206,6238,56
44155,6238,1.92
32046,4481,36
14486,1102,330.22
14487,1102,455.26
14557,1102,88.64
15253,1102,75
40762,1102,100
41581,1102,100
14485,1102,0.03
14514,1102,200.04
14715,1102,0.02
14758,1102,0.08
41743,1102,0.02
41762,1102,99.95
40142,811,372.12
49987,7003,259.62
57035,7003,400
50470,7898,300
51590,7898,300
54721,7898,300
56977,7898,300
35503,5305,13.05
35612,5305,40
36772,5305,690.03
36888,5305,465
37490,5305,790
37846,5305,310
36089,5305,725.02
36703,5305,780.02
36720,5305,800
37700,5305,400
37750,5305,440
43522,6373,200
35453,5204,0.8
34969,5148,51.62
28240,5727,57.87
28412,3637,5
40302,6282,202.4
47802,6282,1.57
43485,912,100
43869,912,100
44042,912,100
45216,912,100
46950,912,105
46951,912,100
49217,912,73.25
50393,912,100
52374,912,100
8070,371,172.85
9189,371,13
45379,4638,914.11
45409,4638,852.18
33762,4638,925
45795,4638,1000
45874,4638,2425
49236,4638,1750
50023,4638,500
21999,2500,100
54476,7882,6685.15
25969,2451,5500
29121,2451,475
29425,2451,830
30995,2451,177.28
30996,2451,575
37300,2451,2014.78
40137,2451,1400
42320,2451,1000
42741,2451,630
44370,2451,500
38169,2451,15
39600,6120,205.32
29329,1958,390.24
59587,7272,300
44564,6970,115.23
35469,5281,129.29
36350,5281,76.5
46780,5267,25.98
28783,3762,388
30509,3762,100
30515,3762,400
31183,3762,85
27245,3405,0.94
23504,2432,6.75
35267,2432,18
49313,7600,300
50596,7600,300
50597,7600,300
50598,7600,300
50599,7600,290
50631,7600,300
50632,7600,300
50634,7600,300
50645,7600,300
50646,7600,300
50600,7600,200
50695,7600,300
24880,2976,30.89
30072,4063,144.12
24820,4290,130
50442,4290,40
50819,4290,40
42982,6669,250
42983,6669,250
42985,6669,250
42987,6669,340
47418,6669,290
47431,6669,310
43175,6669,285
42880,6669,245
42883,6669,245
43266,6669,245
42875,6412,245
43402,6412,171.19
48699,6412,399.86
49109,7487,150
49154,7487,200
49396,7487,250
48982,7487,667.96
32073,4003,90
33318,4003,105
29888,4003,63.49
34720,4003,78.2
39889,4464,14983.98
40191,6270,50
27090,3341,159.67
42372,3341,100
43440,3341,145
27185,3430,157
17895,1769,14.07
18280,1769,1.71
46970,7302,105
47004,7302,160
43171,6673,20
43173,6673,45
43185,6673,70
43188,6673,85
43202,6673,60
43826,6673,65
40583,6789,5
42966,3744,90.07
53667,3744,200
46667,7301,500
46743,7301,375
48379,7301,500
46804,7301,450
48208,7476,435
48253,7476,495
38468,4087,1719.7
30158,4112,0.02
30396,4112,0.01
30821,4112,0.02
31010,4112,0.02
30110,4108,0.04
30124,4108,0.02
30191,4108,0.02
38552,3908,34.68
39284,2730,140.26
25028,2721,12.97
39025,2721,1560.36
18269,1942,3035.08
51034,5470,200
39338,5866,52.58
39339,5866,45
55174,8371,300
55176,8371,300
55186,8371,290
55635,8371,280
55656,8371,280
55177,8371,300
55180,8371,270
55218,8371,300
55636,8371,181
39785,6137,22.07
5810,1746,100
21283,1746,300
25060,1746,28.02
22398,2458,40
32168,4624,40
53814,8248,250
50006,7825,8.16
54353,7825,1000
35653,4541,35
27783,5458,3.08
28768,5458,965
44420,5458,200
54308,5458,200
17432,1683,84.86
35764,1683,182.9
38705,1683,379
39009,1683,6.59
41585,1683,210.36
38572,68,28.63
50035,7625,83.08
51575,7625,575
40989,6767,30
40237,6261,90
46453,6261,54.81
41023,6005,450
41045,6005,490
41048,6005,490
41076,6005,500
41069,6005,500
41865,6005,605.91
42161,6005,500
53137,7911,330.04
47778,7410,409.13
47868,7410,330
47870,7410,310
47872,7410,298.1
47875,7410,210
49025,7410,255.05
49215,7410,250
52050,7410,202.5
52052,7410,200
52053,7410,200
52054,7410,200
52683,7410,45
52919,7410,200
52921,7410,20
52922,7410,240
53740,7410,100
55335,7410,200
55474,7410,100
31223,4521,24.45
30512,4131,50.05
29641,3932,190.34
39394,6029,1375
39429,6029,1380
42575,6029,1350
42576,6029,1225
39408,5903,300
48915,5702,430
25455,3383,26.95
51498,7365,9
37133,5594,100
38198,5594,100
38218,5594,100
38219,5594,100
38891,5594,100
46974,6974,250
47519,6974,250
55047,6974,500
55051,6974,500
55106,6974,495
41234,6449,300
28593,4448,39.19
28790,4448,45
50901,6205,100
43063,6205,100
43136,6205,100
43102,6205,100
49258,6205,100
26883,3320,2000
27024,3320,2350
42834,3320,51700.38
42848,3320,19797.95
50683,3320,17332.25
26613,3285,250
26921,3285,250
26879,3285,1549.8
15795,3347,1194.75
16113,3347,226.32
17699,3347,470.66
15509,33,0.01
49522,33,2000
18217,1858,3319.89
26410,3044,70
22101,2428,145
22215,2428,200
25429,2527,69.5
25488,2527,72.08
25501,2527,55.44
25617,2527,92.72
34063,2527,147.61
37088,2527,291.04
37089,2527,217.07
40116,2527,136.8
49858,2527,169.96
49859,2527,168.6
50101,2527,300
12124,976,280.08
23387,2664,351.6
30133,2664,500
30029,2664,24.96
38150,2664,240
49244,2664,135.81
30048,2664,25
36851,2664,465
36871,2664,325
47860,2664,1000
45434,6939,359.95
45435,6939,329.97
45440,6939,390
45442,6939,400
45445,6939,200
45452,6939,179.97
45702,6939,750
48111,6939,180
53654,6939,500
53674,6939,495.03
47140,6939,200
45438,6939,400
45594,6939,200
48908,7213,200
11839,2129,286.01
20368,2129,50.98
55679,2129,370.73
19147,1933,10.2
47283,7535,159.32
47438,7534,420
49062,7534,450
49064,7534,189.19
49088,7534,600
49101,7534,507.98
49141,7534,877.33
49345,7534,500
49400,7534,370.8
49405,7534,577.23
51147,7534,625
51511,7534,600
55603,7534,250
55883,7534,250
56022,7534,500
48681,7532,500
48684,7532,483.5
50253,7532,205
50464,7532,20
54173,7532,75
55483,7532,405
55772,7532,425
57139,7532,500
57189,7532,480
48644,7531,150
48685,7531,150
57175,7531,100
48306,7367,50
48860,7367,50
50704,7367,114.24
50706,7367,64
50718,7367,50
50721,7367,125.48
50731,7367,30.1
50736,7367,27
50741,7367,44.65
50745,7367,65.52
50908,7367,50
50909,7367,31.54
51031,7367,116.38
51146,7367,25
55590,7367,50
60827,7367,150
47164,7366,168.25
50266,7366,100
21277,2220,154.06
40280,6273,144.74
40284,6273,338.27
55762,6273,489.74
52537,6273,989.74
23845,2243,200
23876,2243,138.18
38195,2243,300
38528,2243,200
38531,2243,200
38533,2243,325.36
38899,2243,165.3
51419,2243,100
51632,2243,100
51637,2243,100
54153,2243,300
18309,1674,715.72
19887,1782,2611.24
44362,1782,50
25769,1653,482
35029,1653,225
51647,1653,199.45
19826,1653,241.8
22095,1653,915.69
46389,1653,470
53865,1653,500
18870,1653,5420.16
47197,1653,3620
30731,1653,336.47
51090,1653,100.89
27098,1653,2025.31
39351,1653,1559.25
55542,1653,3385
22086,2413,50
22087,2413,50
22088,2413,5
26107,3184,1250
26114,3184,1000
26120,3184,795
26128,3184,1485
26132,3184,1000
26133,3184,3500
26184,3184,1500
26205,3184,585.01
26290,3184,150
26328,3184,1129.33
52210,3184,750
52586,3184,1000
23693,2969,97
13347,1152,1000.01
48180,5474,250
48181,5474,750
16108,642,25.05
16697,642,50
16257,1701,100
42155,5507,985.74
54944,5507,150
38962,5776,140
38964,5776,136.34
38965,5776,150
38966,5776,91.93
38967,5776,119.49
38972,5776,131.96
38989,5776,130
44045,5776,130.55
45968,5776,185.45
45969,5776,140
46908,5776,131.63
38936,5776,380
38951,5776,309.82
38953,5776,180.42
38954,5776,260
38959,5776,70.85
38963,5776,232.49
39005,5776,380
40888,5776,206.4
40892,5776,284.77
45967,5776,195
37724,5776,17.58
51969,5776,261.12
38994,5776,344.01
38995,5776,380
39003,5776,159.19
39015,5776,291.45
39031,5776,68.17
39036,5776,212.11
39037,5776,280.88
40095,5776,380
41166,5776,128.61
41731,5776,386.08
47816,5776,233.51
49293,5776,373.73
37174,5628,250
37788,5725,23.95
37982,5725,129.28
10885,5784,209.52
34670,5784,10
36677,5784,11.15
55499,5784,100
24095,1579,329
41196,6445,990
26001,4878,6500
34014,4878,14253.62
44082,2533,389.34
43780,7375,1373.68
9138,560,55
32139,4525,264.06
35969,4525,2090.72
36551,4525,4735.13
32975,4684,3664.61
35908,4684,1120.55
35919,4684,707.93
36364,4684,375.42
36365,4684,72.23
36427,4684,681.59
36493,4684,227
36575,4684,989.95
43142,4684,266.87
50993,4684,462.67
35915,4684,203.89
35921,4684,1025
36002,4684,1050
36464,4684,229.23
45918,4684,970
35906,4684,557.44
36097,4684,473.24
36536,4684,50
36336,4684,386.28
36372,4684,257.47
36377,4684,950
36449,4684,126.38
46900,4684,255
36356,4684,982.2
36390,4684,121.73
36434,4684,1041
36440,4684,885.38
36565,4684,1041
36699,4684,593.93
51127,4684,500
37816,4684,148.95
51205,4684,217.2
37773,5397,800
38897,5397,330
23480,49,39.7
48346,49,481.51
34900,5413,353.84
38418,5413,475
38420,5413,490
22344,679,293.79
24073,679,545
24961,679,860
25041,679,1
25264,679,700
25323,679,1000
25544,679,1000
26449,679,1000
26459,679,1000
38197,679,500
34120,46,456.33
20081,46,3.67
13803,46,976.75
49044,1998,82.02
39409,6290,100.99
41353,6290,100
21237,2266,18
35295,2266,50
41817,2266,1.82
18530,1081,657.61
6996,238,2
19345,238,125
20243,238,65.65
25905,238,50
26390,238,25
30280,238,146.77
40337,238,65
44303,238,292.87
51949,238,50
24453,238,75
7965,238,75
7997,238,75
8139,238,75
8243,238,40
11348,238,25
11722,238,50
16799,238,60
16845,238,75
16976,238,125
17408,238,125
17738,238,50
18262,238,75
23859,238,75
24026,238,75
24886,238,125
24933,238,50
26108,238,75
27335,238,75
27606,238,75
27687,238,75
28148,238,75
28494,238,125
32350,238,125
32351,238,125
32524,238,125
38106,238,75
16996,1733,1296.56
30389,1733,1170.41
35016,1733,15
37217,1733,4803
48480,1733,690.3
59104,1733,446
35054,1733,200
36718,1733,469.61
22428,3157,100
39310,2277,670.13
39373,5575,320.48
54239,7928,500
54241,7928,450
54396,7928,500
54723,7928,450
41736,6528,537.2
22481,2490,631.05
23639,2490,90.95
30948,2490,500
29246,2490,280.65
52027,2490,250
29335,1008,231.2
30742,1008,59.49
31174,1008,80
35724,1008,90
43874,1008,95
49414,1008,50
16092,709,8363.56
17935,709,100
20669,709,100
25317,709,51
4480,5859,100.55
11882,5859,50
20087,5859,50
20894,5859,2610
23318,5859,50
28243,5859,50
33718,5859,50
39263,5859,49.61
40272,5859,222.61
40690,5859,31.11
43304,5859,41.75
45753,5859,9.58
47350,5859,7.02
47351,5859,223.11
47357,5859,26.93
48132,5859,52.27
51366,5859,50
54320,5859,150
22467,2476,212
21694,2424,300
45751,2424,29.91
46530,2424,32.41
48845,2424,42.89
23016,2424,312.3
36994,2424,500
38562,2424,200
37162,2424,37
43918,2424,43.25
45953,2424,400
48839,2424,40.06
21285,2424,1455.18
44618,2424,189.25
51788,2424,50
52368,2424,50
30104,647,20
52793,3,50
28854,775,25
27426,3441,3
17404,97,71.1
17505,97,5
19026,97,7
23243,97,1
23245,97,150.95
24605,97,25
27499,97,2
30746,97,2
50954,97,10
30591,97,4
46240,97,5
46428,97,200
10888,1273,0.25
36347,929,7
35230,5308,106
35281,5308,146.24
37829,5308,300
36249,5308,142.18
36288,5308,330
44039,5308,300
26706,7617,60
16048,109,85
17114,109,42.25
21539,109,90
25785,109,27.66
26702,109,547
16045,109,290
16288,109,885
24125,109,110
26608,109,275
40067,109,685
40068,109,800
40102,109,800
26857,109,100
26861,109,100
26943,109,100
26960,109,92.91
26379,818,169.13
11533,818,50
35762,7568,300
38045,7568,321.31
41847,7568,250
36897,7568,1000
23591,1483,71
38047,1483,150
48862,1480,100
23005,1136,100
23939,1136,100
31016,1136,100
26188,1136,100
14860,250,100
25013,250,15
28588,250,90
28829,250,250
28853,250,250
23230,250,190
32102,250,110
36387,250,250
36389,250,235
36521,250,210
36522,250,220
36931,250,225
36932,250,250
36933,250,250
36990,4170,0.01
37936,4170,0.01
39104,4170,0.01
34436,1542,198
55410,123,350
55413,123,150
55422,123,100
55484,123,150
55540,123,50
32608,123,270
20508,123,190.22
16842,123,100
27361,123,40
27416,123,100
6745,95,470
28172,95,155
37526,95,203
40745,95,3
20720,3657,0.86
22596,3657,13.8
31442,3657,135.51
35405,3657,201.58
10707,1906,157.22
48525,1906,67.78
12965,1375,480
38574,1375,295.05
38710,1375,171.2
47727,1375,170
22129,270,221.63
33868,270,231
25014,3151,120
25157,3022,1658.62
28757,3133,495
25555,3101,1810.34
40920,873,25
19767,851,103.59
37749,851,150
37960,851,102.99
50657,851,200
11351,850,153.93
11357,850,275.2
38683,850,300
39461,850,11.1
42390,850,80
48283,850,125.96
49001,850,190
43048,6740,50
43353,6740,68.22
43361,6740,125.04
43805,6740,121.67
52430,6740,90
39832,5875,175
39833,5875,120
43151,5875,95
44875,5875,80
45404,5875,35
49030,5875,45
49125,5875,100
50020,5875,70
55376,5875,55
55384,5875,100
28920,8299,38.2
37991,7721,0.14
28267,3432,570.69
28269,3432,40
30951,2206,200
51140,1340,25
18465,1800,100
18473,1800,90
43066,1800,100
43143,1800,75
45825,1800,100
45920,1800,100
45936,1800,200
46250,1800,99.99
47223,1800,100
48799,1800,100
54272,1800,100
54278,1800,100
57611,1800,100
57635,1800,100
57675,1800,100
58641,1800,190
52286,1800,20
33427,4750,35
44535,6965,4069.61
60231,6965,100
60232,6965,100
60236,6965,100
60321,6965,100
60393,6965,100
60437,6965,100
60439,6965,100
60449,6965,100
60465,6965,100
60536,6965,100
49614,6965,83.91
55160,6965,45
47403,6965,100
47427,6965,64.18
51686,6965,200
16729,6619,147.19
21348,6619,155
21349,6619,149.99
35093,6619,100
47177,6619,100
31151,6619,453.13
34422,6619,4.3
57483,8593,60
60899,8593,15
48374,7610,181.28
54429,7610,16.68
40723,6305,1326.92
46238,6305,340.46
46239,6305,350
46295,6305,350
46298,6305,350
46422,6305,350
46423,6305,338.62
46299,6305,350
51397,6305,215.17
51398,6305,250
40260,181,100
40565,181,119.7
55132,6849,500
55140,6849,500
55151,6849,944
55559,6849,500
26747,3168,93.7
42877,3168,270
40456,5564,903.94
35019,5242,210.17
30206,4026,10
30257,4026,75
38105,4026,25
38123,4026,40
44205,4026,100
46442,4026,50
46448,4026,31.74
46458,4026,25
46467,4026,100
46494,4026,100
48578,4026,100
33860,4026,94.65
33889,4026,3.36
27409,3543,6.2
29196,3354,11.5
33301,3354,1207.75
42421,3354,1355
23546,1841,224.89
46256,6983,500
25288,2470,1155
25092,5615,0.96
26956,3315,2908
46202,3315,3000
46259,3315,3000
54979,1690,1500
23307,2604,2
39424,4605,1034.62
31507,4426,229.3
33316,4426,0.11
52532,4426,467.33
30409,3942,0.06
30585,3942,15.86
32515,3942,147.83
40615,3942,11.56
40616,3942,44.37
41527,3942,77.74
43853,3942,120
44811,3942,233.76
45050,3942,47.97
45051,3942,92.58
45221,3942,28.58
45662,3942,63.91
46394,3942,505.95
46443,3942,5
47241,3942,13.05
47242,3942,40
47243,3942,160.82
48764,3942,99.35
52241,3942,61.46
52902,3942,151.19
52903,3942,20
52906,3942,115
54896,3942,80
55072,3942,50
55331,3942,50
56223,3942,100
31965,3942,100
54608,3942,100
30906,3942,664.68
11045,830,456.57
22987,830,383.4
51556,830,184.61
49330,5101,7108.23
52061,5101,1100
33658,4815,304
37690,4815,220
41171,4815,390
41596,4815,260
42782,4815,200
42825,4815,350
42991,4815,200
43119,4815,200
43176,4815,200
43336,4815,200
44043,4815,210
37446,4815,23.95
43371,4815,200
45023,4815,170.47
44335,4815,33600
52503,4815,3829.34
24442,1823,34.72
27255,1823,57.24
23756,745,433.51
48714,745,417.93
9846,482,3742.95
37036,482,1327.55
40308,482,860.21
43897,482,2082.85
49814,482,981.62
33020,482,3.82
50270,482,188.66
17668,1741,40.12
36368,1741,508.16
37086,1741,315
37422,1741,405.72
44246,1741,193.54
43696,1741,25
39702,2623,20.33
21762,1297,100
19030,725,200
10392,683,39.55
19029,683,100
23753,683,100
31601,683,275
47647,683,80
10922,683,514.89
15158,683,930
15166,683,5
17177,683,30
46536,683,100
6342,1013,56.9
12380,1013,50
5644,100,260.3
42889,6696,300
42890,6696,197.48
42900,6696,238.11
42919,6696,10.94
42925,6696,37.3
42951,6696,25.81
43908,6696,345.6
44555,6696,319.35
45726,6696,188.98
48832,6696,290.82
45834,6696,300
46156,6696,50
40852,6289,1248.1
41103,6289,68.5
44431,6289,329.27
48232,6289,479.71
37354,5683,87.46
37552,5683,204.35
49585,5683,286.84
52261,5683,475
37925,5683,504.62
39290,5683,829.89
39854,6151,1.59
52136,6151,380.98
53117,6151,81.85
36331,5426,100
48592,5426,272.38
23660,2702,23.87
34053,2702,238.54
24006,2702,289.15
34052,2702,165.74
42779,2702,147.69
49022,2702,15.05
45337,2702,150
38564,5877,300
39200,5877,1037.83
43784,5877,95.78
44776,5877,200
25447,3091,90
49559,3091,5
44919,6790,2205.49
11082,819,1112.27
44127,819,478.32
55346,819,712.9
53585,6805,180.68
24468,1836,193.4
29060,1836,150
29064,1836,150
29095,1836,150
29168,1836,56.03
30115,1836,150
18382,1836,150
25158,970,900
39138,1910,100
39014,6118,2282.92
32702,4105,302.97
33069,4105,181.29
41262,7654,692.04
47204,6453,1968.09
41292,6453,1000
32783,4625,3.7
24783,2968,58.56
23404,783,500
26002,783,500
31582,783,500
31665,783,500
31666,783,500
31667,783,500
35555,783,500
35559,783,500
35561,783,500
35563,783,500
35634,783,1000
36187,783,500
36539,783,500
36543,783,500
10702,783,13.02
36616,5521,375.56
36634,5521,327.41
36637,5521,403.97
36651,5521,540
36730,5521,462.17
36329,5521,43.8
36330,5521,245.89
42709,6032,0.01
4176,32,0.1
6855,32,5
7272,32,5
8726,32,10
9025,32,5
9397,32,5
9458,32,26
9616,32,70
9790,32,18
15492,32,25
15968,32,0.02
16489,32,25
17460,32,25
4289,32,25
16495,32,0.01
16751,32,25
33327,4812,39.82
33633,4812,134.53
48348,4812,158.53
25934,3862,161.35
26106,3862,33.39
29273,3862,75
25196,4679,9.59
14313,1336,5
44599,6979,300
41236,6451,500.02
41482,6451,88.04
44630,6451,300
39650,6095,73.06
30710,4227,269.32
33522,4227,220.99
21667,2321,495.96
21996,2321,130
22068,2321,100
48646,8678,134.93
26227,3116,662.48
14818,1305,21.92
49534,7350,300
49539,7350,300
35496,5285,7.44
37420,5285,30
41121,2436,8.73
30725,5821,120
31067,5821,2
30137,4281,100
32587,4142,195.68
32736,4142,120.03
30132,4142,100
32576,4142,175
33246,4142,165
33665,4142,250
32550,4142,200
32559,4142,1.36
32568,4142,100
33072,4142,200
33074,4142,75
33297,4142,200
42567,6640,1
40094,6055,250
40443,6055,300
41506,6055,300
41507,6055,300
41515,6055,300
41534,6055,300
47733,6055,65
25813,3238,335
25827,3238,450
25828,3238,650
26503,3238,640
27037,3238,345
28237,3238,495
29379,3238,550
35662,3238,450
36889,3238,325
36891,3238,450
37070,3238,775
39459,3238,450
39476,3238,315
40096,3238,700
42386,3238,425
44825,3238,575
44826,3238,450
51595,3238,465
25326,3137,226.72
25825,3137,4642.66
52625,3137,2825
57769,3137,1000
38924,3137,6313.12
50967,3137,1600
42632,6562,24
22427,2414,162
25690,2414,2648.96
37571,2414,500
42749,2414,304.56
35130,5341,275
35416,5341,4160.52
36079,4942,656.33
38027,4942,96.38
40637,4942,334
47639,4942,169.31
48021,4942,385.14
48036,4942,80
36155,5424,942.37
42003,5424,953.05
38886,5424,960.01
43821,5424,472.94
43854,5424,469.93
44059,5424,500
44061,5424,500
44062,5424,470.1
44063,5424,394.61
44065,5424,500
49265,5424,500
37813,3271,14.6
51309,8506,350
52665,8506,945
24430,6521,13.58
24431,6521,50
26124,6521,50
26644,6521,50
35237,6521,39.42
43083,6521,50
29203,518,1675
29260,518,675
29262,518,1400
30854,518,15
8842,353,6021.23
50813,7915,500
37091,3522,150
37092,3522,150
37093,3522,125
24698,8020,56.17
26571,2802,150
29189,1844,0.05
39561,5595,1780.95
44735,5595,1000
47413,5595,1000
47419,5595,1261.67
15944,1485,1227
18940,1485,230.86
19514,1485,925
49673,1485,260
56307,5516,750
56315,5516,750
56321,5516,750
56322,5516,750
56323,5516,750
56334,5516,750
56354,5516,750
56356,5516,750
56369,5516,750
56388,5516,750
26262,2617,201.7
46191,7098,408.84
46290,7098,500
55019,7098,500
46193,7098,500
46206,7098,485
48109,7098,387.49
60585,7098,2000
46195,7098,500
46213,7098,470
46244,7098,442.58
46965,7098,255
47821,7098,485
11925,400,956.64
36865,400,272.37
38206,400,498.19
45973,400,23.32
19398,6110,300
49023,6110,300
49846,6110,300
49052,6110,11.24
27823,6109,850
43777,6109,300
52145,6109,125
27824,6109,219.53
28529,6109,373.08
24548,6108,225
49299,6108,350
26168,4937,109.02
27691,4937,459.19
31816,4937,282.52
35030,4937,100
40153,4937,0.02
19637,4937,969.77
52390,4937,300
59506,4937,300
53059,3858,300
51488,3779,188.63
54835,3779,300
19126,3481,4775
33831,5585,54
39110,1662,268
