activity_transaction_id,type,value,value_was,status,gift_charge,note_charge,packaging_charge,pick_pack_charge,shipping_charge,total_charge,undeliverable_charge
3614858,updated,Shipped,Shipped,Shipped,0,600,200,450,2207,3457,0
3641685,updated,Shipped,Shipped,Shipped,0,600,200,450,2207,3457,0
3613727,updated,Shipped,Shipped,Shipped,0,600,100,575,2521,3796,0
3606124,updated,Shipped,Shipped,Shipped,0,600,200,450,2207,3457,0
3641328,updated,Shipped,Shipped,Shipped,0,600,200,450,2054,3304,0
3606800,updated,Shipped,Shipped,Shipped,0,600,200,450,1867,3117,0
3610588,updated,Shipped,Shipped,Shipped,0,600,200,450,1933,3183,0
3728298,updated,Shipped,Shipped,Shipped,0,0,800,0,0,800,0
3624210,updated,Shipped,Shipped,Shipped,0,300,0,0,0,300,0
3624184,updated,Shipped,Shipped,Shipped,0,300,0,0,0,300,0
3624204,updated,Shipped,Shipped,Shipped,0,300,0,0,0,300,0
3717254,updated,Shipped,Shipped,Shipped,0,0,100,0,3668,3768,0
3716399,updated,Shipped,Shipped,Shipped,0,0,100,0,2334,2434,0
3722427,updated,Shipped,Shipped,Shipped,0,0,0,0,587,587,0
3704544,updated,Shipped,Shipped,Shipped,0,0,0,0,548,548,0
3722417,updated,Shipped,Shipped,Shipped,0,0,0,0,587,587,0
3722434,updated,Shipped,Shipped,Shipped,0,0,0,0,587,587,0
3722432,updated,Shipped,Shipped,Shipped,0,0,0,0,587,587,0
3624160,updated,Shipped,Shipped,Shipped,0,300,0,0,0,300,0
3694740,updated,Shipped,Shipped,Shipped,0,0,0,0,0,0,0
3711805,updated,Shipped,Shipped,Shipped,0,0,50,0,515,565,0
3718593,updated,Shipped,Shipped,Shipped,0,0,0,0,16644,16644,0
3629954,updated,Shipped,Shipped,Shipped,0,300,0,0,0,300,0
3673016,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673282,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673027,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670470,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3672983,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
